compound,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX
2.46_202.1086m/z,9009.849789,6331.876817,9520.096127,8163.431553,10407.14735,4971.628206,8149.4263,6541.390936,7415.734042,6248.234528,6679.339764,5695.835404,7167.300386,6110.318506,6414.37885,5391.374767,5742.869686,4543.880249,6883.754335,5423.418625,14844.12006,12439.29631,9934.204868,7848.122155,11107.31674,7506.488174,9336.284248,7708.878511,10683.19378,9275.88289,12940.43498,9311.51625,12101.41423,7772.483511,12579.53573,9531.955551,14697.5783,8981.785687,11672.09288,7966.52352
2.47_302.0664m/z,923082.1027,863797.1613,792013.9523,779678.6354,778683.8892,517611.4595,818666.5943,855126.4071,862522.2492,812333.0114,888961.9933,803377.3471,898624.1695,856297.7115,811070.5927,849414.7781,972028.6438,951150.0814,849975.5845,835257.8576,573033.1716,623336.7027,631588.5683,557107.7936,583324.3144,517249.9162,620367.7439,615956.166,627981.6819,620293.415,528484.1662,465251.3639,462178.1027,439670.59,539696.3012,486705.9053,442090.7205,486436.9926,505068.8762,537206.3164
2.47_329.0854m/z,171057.6274,315078.8455,155572.1052,247869.6586,144676.3788,241785.5455,150080.2795,269188.5598,180105.0205,289586.1955,288687.9758,286105.385,179161.8518,275621.8667,271804.9161,294959.4955,206359.0709,319131.4823,271855.7223,287930.4034,94855.59569,182322.1279,146082.1902,169401.5067,120422.0561,187723.8457,124908.0195,183059.049,154313.2524,185759.584,74542.75561,140512.986,65507.82398,133275.9529,106406.2517,147115.8545,71010.09202,162143.6281,71080.96873,172526.8027
2.47_242.0131m/z,7859.244951,7927.283207,6799.201602,6891.74662,9641.912546,6127.156153,7379.896486,7888.462837,5742.97046,5056.039937,8172.844962,6697.675602,8510.77693,8389.573459,8011.599247,8210.114362,5170.002332,5139.413773,7928.69447,8274.834068,9035.681736,10479.39363,7381.227604,7574.434512,9859.917613,9036.03333,8906.09192,9853.459564,9277.797125,10124.88797,18828.34724,16793.45744,15615.85135,15318.66135,21485.94178,20385.31894,19270.34752,20638.066,16601.1715,18754.85492
2.45_773.3873m/z,82880.36726,76600.42385,70263.6901,67228.66855,65972.57067,40491.82502,71495.29859,76579.21125,77098.97598,70704.37969,117149.9961,96358.09118,123035.1404,113733.8837,120236.6986,115473.8888,149462.419,138484.5859,108250.5593,92535.05223,2947.52156,2738.681643,3317.147719,486.4377009,2977.873128,2054.782853,5300.904497,2168.558056,1465.422839,952.619313,2577.184101,562.1482412,1686.892587,828.8808639,2975.855819,994.3900098,259.9409347,635.1365831,1305.955576,2124.265797
2.58_128.0102m/z,3936.695524,4037.873296,4333.35248,4220.10194,4525.601515,2833.78877,3530.064093,3526.294179,6264.671735,5732.564383,4629.086802,4589.346374,3601.181715,3484.664911,3297.737843,3786.298071,4653.090789,4323.12815,3849.692488,4011.189542,2286.70473,2309.578076,3136.465321,2479.091427,4649.867219,4043.714159,3398.934925,3314.35326,2579.085188,2576.656443,2439.047786,2202.882609,2354.746758,2108.756755,2301.5055,2348.76195,2036.351725,2106.149264,10189.8148,9511.256585
2.59_115.0400m/z,12152.22979,13825.58976,11041.43898,13171.47249,10511.97783,11624.19432,8972.537231,10814.69889,11344.71037,12609.90074,13831.67198,15667.44064,9883.580249,10664.72969,9575.941169,11648.58728,14031.58951,15523.09205,10667.66476,12733.55132,10241.67365,11728.88615,12652.76519,14134.08188,12444.97323,13838.9792,13204.26742,14672.19282,10512.08044,12574.5619,10472.75171,11797.22747,12927.41564,14092.175,13296.06821,15088.1024,12253.13646,13640.32901,13999.15206,15620.02486
2.59_260.0712m/z,996.0417438,515.6895419,5501.53063,5342.497965,11302.44497,6562.990657,3309.299847,3234.478907,4961.945216,3836.744771,1904.930701,1188.401025,3835.884414,3272.738574,2554.718194,2254.894059,3092.539902,2462.921069,3222.609444,2254.65157,38350.12457,78530.24997,39196.75575,50892.4369,30347.23933,39883.36677,25157.72714,35409.77604,29898.9036,42257.39655,22429.50867,79326.20539,26731.27245,58567.78785,9225.517905,14149.34215,21515.26338,33256.86121,7645.764501,11647.32178
2.70_135.0312m/z,206446.263,270990.3286,150182.5472,188068.7337,204877.7888,248788.1476,194814.9859,260985.4225,213678.4439,261028.4456,318836.4208,370110.3089,270263.1763,332915.6388,339487.0279,412308.769,329903.58,402891.5225,347099.1008,405668.957,163966.8034,209125.7015,223403.7669,262958.4169,197763.7039,237164.6768,261280.243,316671.6589,257418.2891,310454.3052,358365.6462,420908.0015,356944.8931,429966.3825,402420.9393,482906.0798,376481.6728,484910.2473,358434.1049,455616.5579
2.70_203.0188m/z,5739.405489,7166.830218,3874.579176,5181.623188,5556.105811,7398.728771,5651.038783,7371.314323,5602.342131,7358.122074,9939.304678,10582.24432,7703.527988,9304.218533,10912.22066,12334.54127,9433.387012,12106.73988,10495.78245,11791.00579,4324.771525,5284.026862,5868.857215,7513.547668,4991.878081,6600.518724,6483.036078,9001.000721,6792.046663,7874.722934,10304.04896,12803.01715,9539.876102,12229.03982,11438.26192,14634.17708,10386.18501,15973.17259,10230.13715,14780.93024
2.70_330.0847m/z,6102.653114,6476.702892,5185.973921,5231.074222,8163.496786,5640.681693,5323.534311,4936.444803,1971.832732,2982.11407,4517.625414,4074.59504,5173.775319,4295.931312,4531.721493,3859.268416,1095.992614,1775.600516,4616.433326,4345.614605,13455.06544,12565.78751,7379.562932,6870.697841,11013.29581,9195.588179,7183.471258,6954.457352,9502.499529,7840.793383,44220.60402,37193.25767,35019.17901,31988.86238,49018.74163,43798.07077,51803.65524,51674.60189,42197.81029,45037.84726
2.70_157.0505m/z,8497.905114,9014.392835,8943.716541,9625.30002,8223.564483,6777.976369,10603.27157,11514.0913,12988.19278,13312.9682,9190.8009,9332.84418,8112.591402,8961.821269,7292.025599,8003.765171,9762.081358,10271.6869,8645.591159,9098.220108,6297.277102,6803.710153,6441.579357,5738.369599,6518.47671,5829.549692,6783.703991,6930.067254,5927.690381,5940.737591,6198.35641,5984.486491,5655.570752,5330.968086,5494.137238,5870.783618,5971.127381,5879.856809,6275.768882,5623.076424
2.70_324.9916m/z,6233.966037,6460.470005,5592.380029,5869.15101,5879.15777,4992.861898,5025.899172,6061.135596,3457.14106,4166.259143,5072.312251,4411.475309,5131.849517,5389.141651,4564.180491,4294.983482,3573.31927,3580.508447,5507.723425,4302.359623,8556.961404,10057.27552,7921.682854,6240.906367,6669.974341,6576.587144,5973.943955,6361.807328,7215.085879,7079.718762,13926.82275,12310.59715,12783.88778,13066.80218,10710.90891,12506.83111,10901.18752,14048.75217,12493.33752,13292.97391
2.70_136.0345m/z,11320.80243,14437.0543,7785.658847,9816.107412,10905.44332,13410.15758,10455.4152,13851.59417,11242.67758,14148.78138,16831.5342,20638.62211,14714.72075,17948.12798,18441.7371,22689.08186,18115.1578,22251.30289,19202.42684,21877.00598,8551.155994,11382.41773,12432.53392,14007.81745,10454.12437,12595.4505,13773.19822,16845.17432,13963.27812,17074.32282,19546.12634,23134.04552,19319.55872,23732.58416,22190.50899,26319.94098,20173.46661,27106.30914,20071.61773,25392.37221
2.71_786.5309m/z,107325.5048,43747.17827,109039.4624,71359.78811,76841.05182,47195.98467,137655.5485,82658.49058,95301.41179,52481.05224,90569.69213,56606.40136,106627.6951,60710.24273,88788.83386,52254.16519,133885.3217,82362.59434,94473.69796,58144.852,168869.4313,97536.56881,187722.782,128829.3696,143591.6411,87606.13646,149459.2002,105115.9592,157635.2653,103171.1381,119055.0874,67179.71745,111644.2352,54298.62028,100889.9535,63911.12647,108790.8693,49055.22129,105111.0918,45793.73773
2.69_324.0411m/z,0,129.9874759,166.541823,160.9950497,375.5975543,0,0,174.1142311,0,0,331.0103409,487.0513885,305.9781296,276.4508561,60.2018875,193.9797391,0,0,453.6747038,181.6403532,3800.207241,4175.936868,1532.362098,699.7337087,3372.392808,2949.511024,2109.991004,1125.449926,2137.284157,1650.866768,40761.77167,35173.74283,24935.35982,21293.61039,45475.39013,43258.0366,55518.15326,54580.94319,35844.75977,38284.44298
2.71_92.0254m/z,1425.854987,2241.748092,1046.113795,1452.393866,1385.92966,1765.112297,1325.860145,2041.628902,1506.410768,2006.293755,2294.880642,2921.795001,1797.422884,2456.634484,2496.970318,3121.594459,2297.850423,3253.927722,2683.109008,3302.726983,1132.214512,1645.564851,1537.770643,1998.658532,1367.981715,1772.966055,1802.251392,2469.731454,1942.146859,2422.262297,2004.021045,2698.200131,1994.854812,2717.753334,2154.086027,2845.022297,1960.131701,2828.043042,2013.609452,2848.887561
2.72_281.0361m/z,190113.8659,195835.1757,155245.9254,161410.1989,132515.7405,92524.63371,179488.3965,197039.4468,167773.6585,173713.6389,214280.508,185482.2083,207746.5446,212046.0506,195964.3762,190761.5112,223409.7213,229706.6827,222951.1189,204006.0098,184938.3655,182784.3606,208215.3136,175291.5945,176111.3311,154005.2207,195301.2848,193872.4536,221808.0595,198249.9601,113745.1747,99879.85471,119750.7417,119135.5673,105693.5508,96274.12374,92138.97748,100930.1864,106547.302,120002.6603
2.72_306.0582m/z,130840.9362,211681.3704,114931.4867,163339.3786,93369.51548,141163.4179,127271.4681,198031.7376,133282.2236,198494.5355,247686.3368,228290.806,156902.7967,233002.3575,236510.6851,229961.2018,170180.7966,255232.0836,255675.4786,248575.3758,128038.9874,192126.0609,220523.4887,210156.9424,153142.9126,198196.7661,177794.0198,219474.32,232841.7506,223805.5041,80205.62166,115376.4936,85130.00014,130662.0629,96309.60765,114432.4207,70379.80716,119867.6532,71558.62545,133253.604
2.72_848.5467m/z,110060.5514,110152.4275,101986.6727,109445.704,94809.85231,112820.2317,100562.8965,111399.9213,105403.0425,108544.6617,121871.5744,123333.97,125605.7437,131046.6598,134002.9978,134786.7818,137590.3961,144162.2582,129333.108,136977.2609,59828.03784,64333.51678,73202.35764,72535.72412,59057.09432,63461.96212,65810.13033,67034.45239,67476.03013,66914.79517,79723.40395,84936.31178,76987.95257,79212.95646,85710.44306,84748.60359,73152.4799,84354.36928,87062.84597,91088.45873
2.72_436.1365m/z,45135.57863,42595.01876,34467.58709,31774.51278,35372.49803,20723.33181,40726.45999,42688.17026,35035.32276,30011.36231,54687.56538,42924.73525,57922.1595,52318.61181,51306.60455,44627.97527,36191.89711,31406.95079,56517.39933,46854.98013,51339.81119,43831.44925,45314.57289,31732.44761,52776.3638,38083.17304,52067.6748,43884.75728,55832.88614,42687.65991,50128.02419,36114.88814,44265.88624,38607.98343,48660.9785,38810.66426,41830.6354,38818.54329,47362.01305,43492.7926
2.73_151.0260m/z,291902.6787,364358.8521,253312.4879,309155.4124,290178.3212,284020.6126,257559.491,343807.1295,208169.1082,253443.6748,318061.2698,343722.9489,298911.3378,361728.7315,306594.104,360116.5433,208525.4448,251155.2952,335971.907,376392.5347,390256.7565,469572.979,351681.0582,370491.9654,384044.8503,428208.2646,343802.1411,407190.3511,395236.7347,439779.6534,715249.5258,787374.95,660180.8388,771238.0666,816337.8741,927572.3648,743920.823,991370.9547,687643.2725,892740.2736
2.73_379.1011m/z,330395.9726,429861.1429,201669.4407,240680.0198,222642.3769,204559.3843,292751.5242,400521.5665,319537.8672,378869.625,493184.7266,494497.157,463515.45,528288.0854,521606.6712,570938.7,557517.6992,645603.3822,558311.0096,573501.1185,228786.2465,280498.1567,325051.3733,336805.5515,238319.4408,294279.4243,384636.0905,444620.2857,388469.7521,422724.0519,219567.8604,230493.7071,238079.6369,283283.7743,208088.0638,219116.4766,148850.8089,234691.4458,218884.192,285524.9612
2.73_152.0294m/z,15574.64079,19749.94821,13790.86711,16791.15158,15581.14228,15060.24719,13423.96179,18734.3939,11196.26224,13927.98544,17146.43844,18315.67547,16376.88523,19615.84413,16579.98059,19735.58396,11145.7912,13314.46539,17982.75421,20591.68191,21063.30757,25575.73887,18799.406,19888.95467,20404.34952,23257.72034,18383.31561,21721.7239,21231.62325,23719.97551,38849.9348,42494.61004,36397.91829,42709.58228,44177.68533,51605.88952,40913.50904,54074.05717,38119.63953,48446.32252
2.72_279.0391m/z,575828.4599,592196.4391,478535.4152,495204.5149,406292.2273,288572.1057,542033.5688,597291.4435,521057.1102,534041.5532,650808.1258,570142.0674,629076.0834,632725.4733,599183.514,580983.384,685811.0673,697774.6409,680507.6123,622039.778,561105.7059,556841.343,630210.207,541529.2908,539826.7493,478223.5165,604807.5905,590684.2458,677018.859,603142.0338,350759.0026,307186.8324,374242.1022,365144.6922,329993.2898,302142.4549,285325.0862,316993.9399,326219.2359,369278.5434
2.69_136.9913m/z,4055.895332,4912.457649,3630.655625,4254.377269,4096.774757,4051.068566,4226.445476,5090.72387,6838.454952,8061.912141,4755.584472,4951.432786,3530.278927,4209.635348,3615.524163,4133.454546,6366.687893,7460.196283,3940.259039,4474.535348,3194.50344,3790.022914,3278.8214,3650.775565,4106.734123,4565.447522,4414.862908,4877.498505,3537.119335,3975.997152,4475.757137,5043.915858,3901.691088,4419.996458,4765.731938,5502.483629,4481.860228,5354.269771,4590.516332,5413.626487
2.69_874.5625m/z,112249.4577,117082.7975,101481.3644,120011.2882,100587.6726,128521.1322,103698.7828,110608.8523,107742.3237,112756.5297,63572.31454,65778.67007,67156.09853,68055.24629,63458.57803,70138.95123,71208.19295,75597.75868,69777.31425,69993.49533,40819.89618,38248.3233,50113.29192,59081.54429,43213.67732,47588.24656,45050.36038,49543.73059,46727.36652,50572.96328,73325.07914,77945.30393,72790.48201,80884.43841,77327.17344,88642.662,72077.56829,87811.1262,89402.46694,99913.14292
2.69_352.0165m/z,23438.8533,30159.08126,21352.17877,24737.76893,24113.62318,16164.27291,22733.53651,28485.98782,15657.70835,17720.76947,19082.16918,19262.39657,22560.76512,28353.60602,18814.30409,20435.04344,13622.21392,16228.07211,22386.4483,25257.27562,35662.20106,42774.69312,32902.62452,27841.00852,33381.97698,32418.74658,29225.12143,33346.5409,37874.44547,36322.9732,44923.46868,52168.49156,45236.70259,57146.49925,47964.40112,54209.16952,48181.68945,67370.96562,48026.488,64093.32775
2.59_898.5624m/z,54557.31611,61877.08146,49466.08623,58710.84583,52679.03374,70228.69323,55504.952,56678.15692,53584.80777,61773.06046,26086.95911,28778.39761,26631.21266,29910.38494,30406.41353,30140.72253,29528.30664,33696.48662,25708.1546,30570.83075,13528.70773,15793.7598,16170.99275,19560.7327,14811.21125,16587.47981,14224.78814,17020.3896,15261.62585,16253.2877,37051.47036,43305.62649,39114.64654,44988.64854,39642.27374,45136.28249,36239.2135,47731.43925,44775.26288,49051.29043
2.59_188.0353m/z,4693.781698,3998.985602,3755.502369,3449.22504,5339.085374,2419.797888,4136.268482,4076.668486,4139.562768,3709.358622,4535.725798,3518.496826,4773.474069,4690.734467,3688.052628,4206.372129,2942.053924,2085.171864,4614.028419,3947.803932,6328.024168,5840.098139,5769.755378,4053.57822,6764.719814,5173.232026,5978.014737,5496.137137,6214.050007,5560.502336,12885.49416,9729.51296,10988.86418,8191.555125,13557.48499,11917.19925,12446.625,11549.29618,11497.32412,9547.1495
2.59_758.4995m/z,26457.99007,14870.28912,26885.58503,20267.70498,19441.05472,11895.7483,31676.40155,23582.93651,22658.88709,16292.96512,17209.57256,11194.59708,20065.07696,15062.43684,18221.07447,13168.46846,26822.97549,20567.51315,17123.69042,14332.50941,37266.28304,25038.45836,40552.59965,32679.27866,31893.68366,22166.95887,33797.99541,27126.94753,33409.48091,23828.50664,34258.70739,22231.5288,32599.45561,18029.09421,27277.99619,20792.2399,24008.88162,16125.48769,28827.02703,14751.11122
2.60_192.0667m/z,36258.40495,30974.63048,36010.30319,33398.83947,32176.40868,21121.66283,35138.93699,31696.55461,27782.06252,24154.62197,30984.91008,28625.51464,35970.79264,33509.79743,29268.49376,27822.85969,23051.35771,19883.75379,31504.03959,29773.54352,34940.78605,33406.55821,31711.1874,24914.93273,35702.53093,27825.35751,32889.12058,29246.95272,33031.13858,30670.83132,55995.39321,49797.20701,50335.71769,44620.09496,59044.22949,55625.90536,63895.90462,56530.87379,53031.50854,49260.83365
2.60_810.5306m/z,66309.23638,27789.58147,68886.26422,39872.87126,53244.60439,31089.50598,89325.17826,50935.17145,54739.10972,27887.34287,35103.30114,22916.56399,50410.59914,27805.29294,35822.15797,17788.92298,61111.54008,33397.97196,41814.71735,23668.77918,128971.4973,78700.29405,142131.2342,99600.2518,102733.3698,71564.86168,119614.1669,83880.85466,117829.7814,81163.89042,95455.60068,55583.20957,76546.0695,34952.47668,81980.62646,56970.15826,82058.24218,39444.60702,82916.37728,40037.33794
2.60_445.1481m/z,3986.129333,21041.2322,2703.452515,8757.683655,2253.270091,4527.278948,2639.732535,14744.78087,3279.241247,10902.36684,3948.218829,7476.846839,3977.744744,13454.88358,4496.676805,13097.14757,2474.49044,10460.36109,5444.882287,14386.5071,1919.201556,9918.814647,1483.798205,4248.4832,3446.975316,10364.00414,2470.029319,9658.667923,3461.464337,11099.4892,1025.464215,7359.407495,1357.356915,13699.40186,1665.850425,6535.270348,2463.336687,20735.48381,1934.567304,20072.88418
2.61_345.9727m/z,12590.38822,15274.03395,14515.71927,15549.57964,19478.14033,11219.58423,13261.02305,16687.01195,9551.936079,9647.807199,29109.52535,25184.54726,28842.85146,28713.99937,22715.41821,24155.77535,22686.23029,20458.36208,25894.07556,24980.16426,68113.88954,74474.35324,54732.05931,44611.2957,66144.84686,57437.62154,61978.18101,62069.09586,54199.5836,52377.63772,275748.3524,238000.988,201618.886,178797.9208,265864.91,250576.7808,317271.4877,317924.8116,249854.7291,240985.017
2.61_402.1284m/z,7597.134705,26900.67446,4560.022586,9823.972842,6497.636183,12691.84356,5310.87299,15601.36521,8614.668163,18578.43882,12115.8433,20955.36876,10287.28718,21544.90549,13606.90103,25616.01834,13728.01119,27289.15101,13528.79489,26151.63757,2637.260886,7549.72241,2516.24741,5970.142385,2523.824567,7777.225925,2867.056791,10430.88712,3915.021177,10413.35258,2923.025503,9136.593736,3131.425631,13164.15604,3662.73481,9222.06714,2271.382368,16383.40689,3283.883252,17388.36421
2.61_423.9506m/z,2289.995476,3807.465031,3187.907258,3664.766635,3665.110687,1306.503655,2729.692234,3928.866488,1474.329908,1817.665628,6063.358282,5436.217653,5482.55974,7488.168611,5274.81774,5132.127584,5060.752374,4094.078319,4562.692855,4744.616814,19098.09457,23701.06483,13628.56275,11989.22101,16385.13908,16800.71502,17160.61768,19018.03659,15292.3756,14383.10755,90323.43872,82902.45556,65715.86691,65484.13315,90460.13738,89518.00342,86720.05408,116144.2093,79746.47609,90393.65839
2.61_169.9917m/z,8641.228363,7003.419291,9444.010311,8218.960656,2954.626626,1545.728747,9604.87362,8067.669135,5516.873724,4578.013047,10526.50871,9590.222001,12442.98844,10655.47082,7959.742197,8292.171307,7942.189595,6863.618907,9691.893219,9046.064553,3751.391338,4373.464412,3136.935848,2544.970911,3963.476048,3665.792797,3544.000213,3679.237478,3133.595897,3381.522466,25039.18727,25912.8827,24151.39721,22360.80341,20802.20197,23202.71929,32857.0484,31029.29717,19522.60868,17854.56475
